air_temperature,process_temperature,rotational_speed,torque,tool_wear,machine_failure
302.71,310.18,1603.73,35.83,114.16,1
303.81,313.38,1616.78,36.73,223.52,1
302.24,312.44,1667.81,31.2,163.9,1
291.57,302.03,1551.07,37.18,26.3,0
302.69,313.63,1486.8,47.81,104.26,1
294.83,306.67,1469.65,33.73,48.96,0
301.18,309.79,1291.83,47.95,42.46,0
292.88,301.52,1660.77,37.4,178.77,0
302.23,315.13,1461.37,52.68,7.5,0
295.97,307.51,1560.71,35.91,241.54,1
293.59,302.81,1581.48,39.14,112.48,0
303.57,313.35,1350.56,34.54,122.44,0
301.21,311.0,1389.2,35.87,74.86,0
296.93,306.99,1685.64,48.03,21.4,0
307.26,318.2,1534.85,42.85,147.06,1
297.8,312.87,1430.33,46.17,86.19,0
300.16,310.54,1484.84,32.11,156.02,1
301.34,312.67,1630.35,43.93,138.94,1
296.9,303.53,1612.12,34.17,54.23,0
302.36,311.39,1324.07,31.98,115.41,0
297.33,309.79,1696.11,41.43,77.02,1
297.94,308.75,1615.94,41.37,59.93,0
306.81,308.03,1481.7,40.32,192.43,1
294.8,306.15,1356.99,44.31,2.98,0
287.94,301.77,1626.48,45.24,67.22,0
308.05,314.06,1557.17,48.82,132.77,1
312.75,325.79,1325.06,32.86,119.04,0
297.97,302.43,1472.15,49.01,235.04,1
290.32,302.19,1875.14,51.29,210.91,1
298.45,308.43,1501.98,37.8,187.9,1
298.57,303.87,1410.96,29.99,128.52,0
299.05,309.94,1378.98,31.7,107.23,0
294.43,306.73,1712.65,37.23,9.14,0
302.9,313.63,1601.73,52.08,205.42,1
302.62,313.79,1668.89,40.1,107.68,1
292.53,301.7,1529.78,36.3,80.24,0
303.5,309.77,1650.48,35.89,151.66,1
310.26,321.65,1398.2,32.06,188.53,0
300.86,314.36,1519.51,45.25,130.76,1
298.31,310.57,1534.45,39.45,37.4,1
299.29,305.31,1665.89,52.6,230.41,1
303.08,310.05,1538.26,43.77,28.21,0
291.35,299.65,1424.94,44.98,242.39,1
300.82,307.64,1507.69,38.55,110.62,0
298.05,308.14,1298.83,33.45,236.66,0
309.24,320.03,1221.48,34.76,228.66,0
299.13,306.27,1599.76,31.78,101.57,0
308.34,319.89,1455.03,45.46,200.01,1
294.48,305.68,1468.63,37.69,22.44,0
302.94,311.84,1599.71,45.72,20.68,0
301.6,311.25,1667.64,40.82,88.99,1
295.65,301.76,1564.14,38.24,152.45,1
300.89,310.22,1731.37,32.98,2.33,0
306.06,316.08,1560.32,41.81,128.79,0
298.38,308.72,1536.27,38.69,243.91,1
291.54,302.3,1528.85,45.41,214.61,1
299.91,310.4,1345.74,35.71,58.12,0
295.49,304.96,1614.72,43.7,132.02,1
298.29,308.86,1206.54,49.85,42.85,0
299.59,311.6,1429.65,41.64,65.82,0
291.47,301.28,1502.75,44.71,230.75,1
291.92,302.56,1405.23,43.43,249.44,1
302.41,312.04,1445.79,51.39,60.64,0
297.39,306.09,1720.73,42.23,53.02,1
287.18,298.22,1632.48,44.2,95.96,1
303.92,312.81,1417.7,39.78,111.46,0
301.36,312.13,1443.65,35.35,22.31,0
296.43,306.49,1346.76,32.75,36.93,0
293.42,302.81,1584.6,47.6,106.21,0
304.18,313.52,1470.03,33.95,58.86,0
301.75,310.73,1264.02,44.48,211.23,1
311.91,318.62,1512.09,42.5,187.89,1
302.1,312.87,1552.68,45.51,134.08,1
301.94,312.4,1615.58,36.91,108.16,0
299.17,310.86,1491.2,35.26,207.75,1
304.08,313.02,1455.28,42.27,41.5,0
303.13,316.92,1738.35,38.25,221.85,1
306.26,315.5,1500.79,32.61,12.27,0
297.39,305.64,1586.35,51.63,230.85,1
297.82,305.84,1435.26,35.25,34.7,0
297.6,304.14,1582.79,34.04,203.02,1
303.95,317.02,1325.32,38.55,4.51,0
307.49,320.23,1444.55,47.52,203.77,1
297.71,308.91,1355.01,27.0,146.02,0
297.88,306.08,1427.4,47.02,4.76,0
301.57,315.19,1650.06,34.53,193.55,1
298.77,308.07,1426.52,41.59,25.39,0
304.76,314.22,1586.19,35.94,134.98,1
288.74,301.62,1682.07,51.95,83.0,0
295.87,307.18,1496.69,40.75,189.79,1
296.09,310.49,1619.25,35.75,213.31,1
288.4,298.9,1563.73,38.19,116.07,0
295.18,304.39,1513.97,40.54,189.49,0
295.42,304.2,1590.04,41.07,229.16,1
298.99,305.3,1720.79,42.63,172.3,1
305.56,315.01,1423.53,39.99,80.5,1
298.77,311.06,1384.9,31.74,115.83,0
294.85,306.04,1377.85,37.96,57.5,0
299.72,309.76,1619.33,43.64,114.6,1
305.25,313.26,1635.52,35.98,61.47,0
295.12,305.57,1435.56,44.04,201.81,1
295.45,307.47,1243.68,40.19,152.48,0
302.79,313.65,1419.03,38.69,158.31,0
298.89,309.23,1565.74,47.16,27.57,0
303.24,311.64,1491.99,29.57,0.37,0
299.93,311.67,1521.64,35.95,197.3,1
303.51,307.24,1437.2,47.39,135.58,0
294.82,305.59,1621.69,50.98,232.89,1
299.94,315.08,1541.18,53.72,134.31,1
298.95,305.93,1570.38,40.3,53.67,0
293.92,303.44,1519.09,42.75,174.62,1
292.18,302.17,1562.92,44.9,175.25,1
303.43,312.5,1555.03,47.65,16.38,0
298.25,310.32,1388.63,41.88,173.41,0
294.89,305.83,1544.77,45.56,53.13,0
299.52,309.82,1594.98,42.76,63.63,0
305.64,317.23,1638.62,43.13,7.85,1
288.6,298.63,1549.93,34.49,156.84,0
292.52,308.88,1384.17,38.02,182.93,1
295.39,305.69,1402.64,36.86,57.62,0
307.31,317.7,1447.78,32.87,198.13,1
301.41,307.99,1522.74,30.09,190.51,0
303.84,312.75,1485.33,37.46,102.44,0
294.3,306.59,1365.15,38.42,17.06,0
294.4,301.73,1364.43,40.63,70.05,0
302.24,307.92,1248.18,43.33,41.36,0
300.29,310.36,1125.66,41.13,239.7,0
302.74,315.49,1484.19,38.46,204.44,1
299.06,309.15,1778.43,34.51,19.59,1
301.39,310.72,1715.61,45.26,128.37,1
300.79,307.07,1382.61,39.39,66.72,0
303.89,314.79,1517.99,37.4,8.03,0
304.04,315.36,1324.25,38.88,80.58,0
291.9,298.34,1342.55,35.6,31.9,0
288.76,301.03,1356.3,36.82,55.68,0
305.01,316.54,1472.94,36.63,81.64,0
305.94,318.2,1478.1,38.28,102.22,0
294.9,306.06,1530.32,43.93,117.11,0
290.7,302.01,1579.59,42.44,130.05,0
300.5,311.54,1459.57,49.28,92.5,0
304.65,316.39,1504.34,47.27,124.59,1
308.99,315.35,1368.74,51.74,104.46,1
302.58,309.58,1338.66,43.35,241.11,1
298.14,306.67,1320.12,43.26,16.91,0
295.53,305.27,1577.91,37.08,146.49,1
300.06,310.83,1459.45,44.96,48.41,0
298.5,309.15,1275.47,36.06,93.86,0
294.92,307.16,1492.43,31.18,136.62,0
310.24,322.54,1350.14,49.16,189.95,1
308.93,317.18,1699.25,32.5,244.43,1
305.68,316.16,1430.54,42.63,123.41,0
295.4,303.7,1581.78,34.72,64.24,0
304.28,313.9,1630.68,46.76,197.89,1
303.2,313.84,1385.41,47.58,55.39,0
302.21,305.4,1509.13,43.18,126.96,0
306.25,321.07,1566.42,47.48,211.68,1
303.18,314.31,1513.87,40.04,100.95,1
303.7,312.51,1543.33,53.41,139.24,1
303.18,317.04,1340.44,44.48,29.89,0
301.7,311.01,1566.48,34.6,13.99,0
291.08,301.35,1441.66,40.42,246.57,1
300.42,309.44,1541.93,39.08,44.72,0
297.22,310.52,1610.4,38.5,83.89,0
293.6,303.39,1580.26,30.06,126.17,0
308.41,318.71,1541.85,42.32,93.62,1
308.64,321.05,1577.06,31.69,24.33,0
306.8,317.97,1582.61,24.85,49.23,0
301.28,311.17,1679.46,37.94,123.36,1
306.75,318.97,1495.91,35.46,109.7,0
300.06,315.14,1519.67,34.83,199.55,1
301.01,311.65,1611.85,21.38,77.95,0
294.53,304.77,1441.15,34.89,235.08,1
301.98,312.33,1339.77,38.96,70.7,0
300.3,312.92,1559.19,36.2,82.82,0
293.49,302.29,1475.28,42.32,237.33,1
299.74,309.19,1355.1,48.36,210.12,1
299.6,306.53,1560.07,43.1,79.24,0
308.99,316.62,1671.74,46.16,98.82,1
304.47,313.44,1304.43,46.65,210.57,1
300.06,309.95,1622.68,33.89,21.52,0
301.24,314.78,1195.55,42.63,73.67,0
300.22,311.29,1451.97,45.97,132.89,0
298.99,307.16,1720.86,37.38,207.23,1
294.59,303.13,1460.6,35.26,141.15,0
299.24,311.99,1510.79,43.18,122.44,0
296.27,308.52,1591.54,31.11,240.53,1
293.75,303.8,1294.02,33.47,29.1,0
302.56,311.67,1508.65,36.0,195.02,1
301.96,314.21,1507.71,42.7,31.76,0
291.07,299.08,1723.48,41.31,183.21,1
299.39,310.17,1351.71,46.19,135.77,1
304.98,319.52,1454.22,34.47,66.16,0
305.3,315.71,1388.6,34.15,135.83,0
305.13,313.58,1375.87,43.14,219.85,1
300.19,311.02,1635.29,35.21,118.05,1
295.77,304.83,1503.2,36.38,1.64,0
294.58,301.79,1433.33,28.86,14.15,0
301.72,313.13,1437.86,41.75,158.16,1
301.9,314.13,1432.41,49.25,169.48,0
306.44,315.81,1443.14,33.82,100.44,0
305.5,314.75,1348.27,46.13,60.7,0
299.34,307.42,1468.95,39.64,178.99,0
293.78,303.48,1456.9,29.41,76.04,0
298.4,307.28,1409.06,34.63,18.5,0
301.09,309.06,1518.61,34.26,102.4,0
298.99,312.77,1528.79,38.1,134.78,0
297.11,308.04,1433.2,42.52,241.41,1
301.26,312.41,1482.7,51.09,148.06,1
297.48,309.25,1759.03,31.41,52.08,1
296.86,308.4,1754.45,37.09,208.05,1
301.56,310.73,1373.51,34.62,72.87,0
297.99,308.54,1390.27,32.39,239.82,0
301.22,310.68,1372.87,40.57,81.33,0
301.37,312.24,1626.85,40.01,227.38,1
294.3,304.99,1452.18,29.12,219.74,0
297.59,306.83,1528.76,40.11,216.0,1
307.19,314.53,1739.64,32.77,9.85,0
294.19,304.48,1498.74,40.07,212.47,1
289.42,299.01,1584.75,47.62,180.33,0
290.69,296.91,1562.45,42.78,83.57,1
300.15,311.16,1429.41,41.07,122.52,0
300.15,312.09,1627.1,36.83,159.98,1
299.41,314.47,1398.04,40.4,235.88,1
306.07,315.29,1660.79,43.38,195.02,1
286.64,295.56,1429.51,42.78,107.13,0
301.98,309.76,1442.64,39.4,161.36,0
307.81,318.22,1369.38,41.3,46.47,0
294.36,304.77,1389.09,32.1,105.99,0
298.1,306.48,1448.79,35.59,197.83,1
296.24,305.89,1208.24,44.25,151.65,0
295.53,301.57,1472.0,45.05,195.81,1
298.37,310.22,1439.04,40.56,127.45,0
307.14,315.6,1594.8,48.87,95.04,1
309.19,319.12,1550.76,43.05,185.64,1
298.32,305.47,1415.08,38.6,23.44,0
309.53,318.36,1444.97,32.68,244.65,1
300.18,309.62,1471.85,48.63,237.09,1
308.77,318.75,1678.31,44.62,220.09,1
299.53,310.49,1401.32,50.79,221.07,1
300.66,313.53,1413.63,53.0,127.76,1
301.83,313.29,1364.57,32.28,124.49,0
315.89,327.82,1322.16,32.29,205.02,1
304.26,317.15,1536.84,22.82,70.81,0
296.46,307.6,1524.35,45.51,212.48,1
304.84,314.77,1653.93,43.94,50.22,1
298.19,310.21,1624.97,40.59,219.78,1
297.55,309.7,1787.65,32.64,135.27,0
304.54,315.84,1491.14,39.47,210.8,1
300.16,307.25,1468.74,41.11,123.29,0
301.39,309.71,1343.97,44.7,152.11,1
300.07,309.52,1583.59,41.64,231.7,1
301.68,313.24,1514.22,43.98,104.55,1
302.12,312.08,1578.15,39.26,55.07,0
290.32,302.59,1363.31,47.09,22.75,0
303.33,315.96,1542.19,43.79,147.49,1
295.09,307.49,1524.62,32.88,152.77,1
292.79,305.2,1516.68,48.34,155.18,1
299.71,307.63,1418.01,47.35,9.29,0
300.42,311.39,1642.72,42.79,6.85,1
296.53,305.32,1746.04,41.68,223.85,1
304.16,310.86,1366.76,49.95,173.88,1
293.29,302.71,1586.45,30.2,28.33,0
297.97,310.61,1154.66,47.45,18.66,0
297.08,308.0,1580.23,37.14,40.46,0
299.77,313.8,1275.58,46.57,201.73,0
301.39,311.75,1437.0,40.72,180.77,1
294.96,309.86,1342.44,32.54,159.66,0
303.62,313.98,1474.13,37.02,160.2,1
300.32,310.36,1600.66,46.13,214.72,1
290.54,297.98,1277.12,38.74,83.36,0
290.21,302.43,1456.86,36.27,80.56,0
299.94,308.93,1438.4,36.23,106.36,0
298.9,307.6,1689.73,43.85,247.42,1
299.48,312.05,1551.81,50.5,138.72,1
299.86,312.18,1358.73,27.15,136.73,0
301.13,313.39,1443.44,56.8,202.4,1
304.74,314.01,1686.73,41.22,44.52,1
294.44,304.34,1585.72,43.48,101.35,1
294.14,304.02,1389.81,37.38,160.34,0
294.53,306.1,1467.95,39.98,247.0,1
301.44,314.55,1471.79,41.16,38.62,0
306.22,316.96,1435.44,33.71,113.01,0
297.84,311.79,1294.77,35.17,226.4,1
287.49,299.29,1418.69,47.11,181.38,1
291.48,301.01,1666.7,30.69,153.45,0
295.83,307.49,1454.26,42.65,64.28,0
297.21,310.62,1487.61,37.78,46.8,0
297.96,311.95,1516.86,34.24,93.55,0
300.19,312.57,1766.18,51.83,63.78,1
298.44,308.49,1501.06,34.27,202.12,1
305.25,314.81,1631.27,33.22,180.18,1
296.62,307.77,1428.22,38.88,208.8,0
295.69,309.04,1468.87,35.39,42.77,0
302.39,313.26,1501.51,40.04,77.49,0
292.32,303.23,1407.1,40.93,192.14,0
301.95,312.05,1475.55,41.41,40.89,0
300.51,309.86,1606.57,39.26,36.4,0
299.26,308.94,1403.96,35.79,95.76,0
307.94,318.21,1500.01,43.86,46.61,1
296.89,310.33,1585.05,39.33,19.73,0
310.3,319.82,1401.06,37.03,78.19,0
298.87,308.98,1631.45,48.88,218.9,1
293.61,301.88,1508.75,39.27,14.13,0
300.35,311.78,1480.19,46.55,141.53,1
294.62,307.35,1259.02,47.36,140.75,0
296.24,309.49,1455.17,47.73,132.71,0
301.99,312.39,1544.59,44.15,126.38,0
302.78,313.93,1709.44,40.0,4.31,0
296.89,306.58,1568.15,39.62,11.86,0
304.94,315.99,1635.15,38.54,127.8,0
305.79,316.42,1354.91,27.0,242.08,0
307.18,317.3,1484.78,44.31,101.99,1
302.65,312.92,1646.49,41.47,118.08,0
306.82,317.72,1393.47,44.95,245.52,1
290.6,300.01,1615.83,39.3,194.78,1
298.41,307.93,1588.0,43.99,192.53,1
295.66,309.08,1532.97,31.73,126.18,0
300.6,316.02,1460.56,32.98,224.48,1
297.14,304.73,1381.64,25.14,145.29,0
299.17,306.65,1713.05,39.19,164.17,1
309.41,317.5,1575.82,35.36,196.89,1
299.15,308.94,1540.87,34.58,101.65,0
302.07,313.86,1450.46,42.01,238.32,1
298.84,310.02,1504.54,37.45,247.0,1
300.38,310.72,1519.77,31.4,146.78,1
300.03,311.09,1547.99,55.27,55.51,1
302.24,310.86,1588.12,39.78,193.73,1
305.83,315.34,1406.1,33.5,80.53,0
308.24,318.2,1324.01,35.98,144.28,0
301.55,308.38,1510.11,38.96,21.68,0
302.95,310.63,1290.33,38.95,201.85,0
294.25,302.0,1461.16,47.81,239.77,1
299.56,311.09,1438.9,39.52,23.56,0
304.7,315.19,1559.01,51.13,182.9,1
304.33,315.55,1737.91,37.41,215.21,1
301.06,307.38,1266.65,42.56,27.38,0
304.43,311.46,1772.9,46.13,61.7,1
302.45,313.78,1472.03,47.17,97.97,0
306.0,310.44,1541.74,47.87,209.19,1
301.45,313.9,1330.22,38.37,123.36,0
298.22,304.57,1619.62,39.97,34.24,0
301.68,313.37,1504.98,25.12,64.09,0
285.35,293.57,1492.62,38.82,116.84,0
301.91,314.01,1267.51,46.55,9.82,0
281.76,298.17,1508.86,45.38,157.75,1
291.38,296.84,1601.5,39.48,6.33,0
302.26,313.65,1471.65,50.19,195.22,1
302.39,308.77,1640.9,37.7,183.46,1
294.19,305.04,1635.95,35.7,216.36,1
296.44,306.03,1423.07,37.19,39.43,0
306.85,317.11,1691.41,33.27,150.65,1
297.58,305.76,1505.44,43.73,195.26,1
311.21,322.78,1505.97,41.73,128.94,1
299.99,307.09,1511.88,43.66,32.7,0
302.04,314.52,1508.32,37.51,24.73,1
308.08,317.27,1184.38,39.65,151.47,0
300.66,307.85,1477.74,26.93,124.4,0
294.99,308.18,1336.33,42.26,232.39,1
299.45,309.32,1695.16,40.59,208.46,1
299.82,313.64,1690.33,33.4,180.94,1
293.18,305.62,1602.23,39.37,245.6,1
298.72,307.12,1471.38,38.45,173.65,1
296.29,306.12,1379.04,50.59,23.09,0
304.62,314.86,1421.09,33.63,19.39,0
300.17,313.23,1733.12,41.99,203.97,1
298.59,309.46,1416.94,33.46,90.18,0
299.47,309.82,1217.33,36.65,231.07,0
301.12,310.72,1623.62,41.66,29.56,0
303.08,312.98,1680.06,38.73,49.7,0
295.0,307.61,1699.11,39.96,193.29,1
294.79,304.8,1624.6,42.0,211.87,1
305.52,314.73,1644.18,37.04,216.8,1
297.94,306.81,1506.35,45.3,24.78,0
292.92,301.81,1250.84,38.17,95.45,0
302.22,309.41,1503.35,39.41,161.6,1
302.32,310.82,1574.59,42.17,229.7,1
292.35,305.34,1483.77,41.36,59.75,0
301.15,310.73,1478.3,43.87,150.09,1
303.68,315.09,1384.31,41.9,35.88,0
301.87,306.91,1379.79,42.81,186.82,0
303.16,314.3,1720.58,38.05,31.88,0
292.98,302.66,1724.92,33.59,250.0,1
301.66,310.69,1499.68,31.43,23.07,0
298.49,308.85,1533.78,29.98,171.33,0
297.59,306.59,1382.3,50.58,194.26,1
304.35,310.11,1577.11,26.72,64.5,0
307.4,319.24,1711.16,47.16,63.71,0
308.97,319.46,1316.49,35.07,149.04,0
306.57,315.95,1555.67,47.12,157.62,1
299.45,307.52,1564.68,26.78,180.13,1
301.76,308.82,1563.31,38.59,145.07,1
303.83,314.28,1697.14,48.72,43.62,1
300.61,313.83,1744.32,44.28,231.04,1
300.65,311.06,1471.98,37.98,41.65,0
304.12,311.35,1580.78,28.34,141.31,0
299.7,310.15,1510.11,32.07,230.0,1
296.35,306.25,1424.15,48.33,228.24,0
297.93,309.66,1532.5,37.91,41.98,0
303.17,314.38,1580.58,39.57,59.65,0
300.01,304.04,1526.03,41.7,150.46,0
301.7,312.79,1394.26,32.18,84.29,0
303.35,311.34,1444.37,42.44,182.72,1
298.13,305.28,1445.29,37.48,130.6,0
303.78,313.4,1398.91,41.76,66.52,0
301.89,312.72,1537.62,36.53,102.76,0
293.83,300.54,1550.17,30.56,172.78,1
307.21,318.62,1617.54,37.44,196.29,1
297.5,309.02,1397.09,43.84,92.39,0
291.72,301.82,1430.7,42.36,26.25,0
294.77,303.04,1686.55,40.19,88.32,1
294.89,302.94,1480.26,45.39,157.62,1
300.26,312.31,1503.62,38.78,189.96,1
298.63,305.61,1478.99,40.34,219.91,1
298.32,310.44,1635.96,37.12,240.49,1
303.1,312.77,1640.62,45.74,132.34,1
301.7,311.51,1633.58,41.75,220.05,1
301.58,308.16,1503.19,36.66,65.52,0
302.05,311.76,1395.31,31.07,139.91,0
303.08,314.31,1731.03,46.63,134.85,1
289.46,296.79,1602.76,35.54,192.17,0
298.18,309.18,1445.2,40.43,193.28,0
289.1,299.28,1670.86,54.12,71.34,0
300.18,308.89,1435.73,44.81,221.47,1
299.98,311.69,1669.28,49.67,222.87,1
305.23,310.82,1677.39,36.77,237.06,1
305.94,316.63,1389.42,46.43,114.41,0
301.01,314.25,1569.81,40.16,246.85,1
297.5,310.38,1593.86,42.2,196.23,1
302.43,313.21,1813.79,52.13,163.3,1
297.36,306.76,1410.92,38.33,108.06,1
299.99,308.72,1671.91,40.12,210.61,1
304.93,314.32,1502.08,34.58,191.03,1
297.21,308.3,1351.04,45.33,146.39,0
304.03,312.41,1485.6,36.64,249.29,1
303.39,314.9,1500.3,46.14,62.37,1
295.23,309.49,1372.93,30.1,160.44,0
304.87,314.75,1537.46,43.29,80.28,0
303.49,310.8,1614.94,36.14,114.46,1
300.51,307.82,1528.58,44.38,84.74,0
296.19,307.74,1434.98,39.92,83.64,0
295.7,305.58,1482.18,36.79,94.21,0
297.31,309.07,1499.45,37.68,14.17,0
302.71,311.65,1526.08,34.9,9.97,0
295.22,306.88,1633.18,45.03,181.23,1
302.19,311.87,1532.63,33.71,77.73,0
293.79,302.33,1331.68,38.4,5.3,0
298.98,308.18,1432.52,42.07,20.37,0
300.55,308.15,1519.92,49.68,48.96,0
312.23,326.2,1634.89,39.94,12.05,1
293.11,302.92,1655.74,38.54,236.54,1
307.36,318.65,1712.96,41.64,142.09,1
300.75,309.68,1515.67,27.56,98.51,0
302.06,309.95,1591.6,32.81,133.18,1
300.59,310.12,1325.46,37.75,28.21,0
302.22,314.43,1551.59,35.72,175.46,0
299.23,308.19,1370.97,30.4,242.4,1
307.27,315.53,1492.5,45.15,32.66,0
297.72,308.03,1863.58,41.56,38.15,1
305.66,316.66,1536.43,40.84,157.17,0
296.78,310.06,1396.34,35.84,37.98,0
299.7,310.41,1548.93,40.48,31.51,0
294.64,305.93,1437.95,43.09,167.62,1
302.28,313.71,1384.71,38.41,154.66,1
307.23,314.92,1752.38,42.67,54.43,1
299.61,307.69,1628.02,35.22,205.79,1
299.02,306.85,1541.46,40.58,26.31,0
294.43,301.76,1452.98,46.85,83.14,0
298.85,310.44,1462.71,47.39,184.72,1
292.04,302.62,1685.1,47.97,153.48,1
295.44,305.59,1536.79,41.71,150.02,1
301.13,305.95,1130.06,40.19,171.57,0
306.6,320.71,1790.51,37.31,161.62,1
314.05,322.26,1521.97,29.16,218.57,1
297.07,311.17,1541.2,31.93,142.19,1
307.18,314.28,1630.4,38.99,100.32,1
301.22,309.59,1555.85,39.35,191.52,1
299.24,304.84,1589.63,48.47,64.81,0
302.16,312.89,1449.15,47.89,189.9,1
300.31,308.11,1352.42,35.88,70.0,0
300.55,308.41,1533.63,44.91,120.1,0
297.96,305.21,1671.79,37.14,184.8,1
293.01,304.56,1422.26,44.1,156.91,0
292.28,303.7,1412.64,44.84,21.42,0
303.27,316.89,1646.52,47.45,111.64,1
298.62,307.25,1445.13,37.04,202.96,1
297.02,307.46,1450.73,46.09,249.19,1
300.04,307.46,1455.22,28.76,116.7,0
303.97,313.3,1492.2,47.78,21.48,0
300.9,309.86,1311.16,39.85,91.55,0
296.72,307.65,1435.28,39.98,122.48,0
306.13,318.17,1527.64,27.78,18.36,0
307.9,319.88,1526.79,37.67,216.06,1
302.47,310.79,1638.96,48.13,134.7,1
304.87,316.87,1720.73,37.44,104.03,1
306.21,316.12,1681.5,44.28,99.3,1
305.65,315.0,1609.76,40.21,7.08,0
303.07,311.65,1482.15,46.38,129.72,0
302.99,311.87,1425.23,41.15,118.89,0
302.6,316.08,1502.15,34.41,86.47,0
294.51,305.13,1570.27,40.34,164.67,1
303.5,313.85,1598.63,49.61,102.76,1
293.22,302.7,1574.77,42.99,142.94,0
296.03,310.92,1485.46,39.3,221.26,1
306.52,319.13,1594.42,53.53,90.97,1
304.2,312.76,1651.3,46.96,99.48,1
307.44,316.89,1605.62,44.9,216.48,1
298.64,308.21,1496.16,41.9,89.52,0
294.24,304.53,1399.94,44.38,109.84,0
298.8,307.4,1397.09,44.58,200.2,1
300.51,311.39,1418.25,26.9,147.97,0
300.39,313.3,1530.85,42.37,233.47,1
305.67,313.04,1562.38,39.04,117.67,0
298.19,305.94,1330.26,37.0,119.76,0
301.76,310.79,1439.52,38.83,10.73,0
295.06,304.18,1529.19,30.66,49.33,0
302.25,316.25,1392.04,29.17,135.0,0
300.02,312.02,1552.07,47.48,46.78,0
296.25,308.14,1463.11,42.77,113.4,0
298.82,308.29,1413.19,25.52,70.83,0
299.08,308.51,1506.38,36.54,5.2,0
298.65,305.75,1547.07,45.28,118.78,1
308.86,320.42,1398.18,38.32,161.57,1
299.51,310.49,1470.89,47.47,84.56,0
298.78,311.35,1556.12,46.3,194.13,1
289.51,299.09,1408.55,31.86,36.51,0
295.53,305.25,1301.07,39.14,22.82,0
298.68,309.02,1315.61,37.31,233.71,0
296.57,308.35,1449.83,31.66,230.41,0
306.91,313.97,1341.79,31.27,101.64,0
299.18,310.65,1458.27,35.16,104.98,0
306.44,316.4,1699.79,36.15,212.76,1
300.31,308.19,1334.57,41.7,132.63,0
300.19,306.02,1466.09,46.27,29.28,0
299.56,309.28,1755.88,43.08,28.72,0
300.02,312.91,1548.98,44.5,32.78,0
308.59,321.94,1455.87,38.4,195.19,1
288.4,299.11,1481.17,43.62,150.47,0
289.99,303.92,1551.52,39.11,74.94,0
297.28,307.2,1703.49,37.35,40.52,1
300.07,311.98,1436.3,51.38,30.87,0
303.45,312.55,1409.09,26.02,185.35,0
302.37,311.34,1334.54,28.76,221.47,0
298.08,306.72,1512.37,42.3,132.77,0
305.1,310.97,1331.32,38.41,193.18,1
305.15,317.73,1444.35,31.38,70.78,0
300.92,309.64,1390.96,33.67,146.42,0
304.81,313.21,1628.89,34.45,109.51,1
301.36,309.0,1438.99,45.35,21.92,0
297.19,306.78,1547.63,47.27,121.84,1
303.49,317.02,1307.51,49.84,211.7,1
300.55,314.74,1515.78,30.47,12.95,0
300.01,306.68,1355.62,31.8,119.28,0
307.36,316.66,1448.92,31.39,218.32,0
287.75,295.68,1765.34,47.73,197.52,1
292.91,304.89,1611.86,42.5,123.36,1
294.06,304.64,1484.59,40.48,42.84,0
298.18,306.91,1883.87,41.38,212.13,1
298.73,308.87,1390.18,39.66,38.28,0
292.46,301.51,1639.83,33.27,69.21,0
295.07,308.3,1316.08,43.08,31.07,0
295.7,306.79,1470.73,38.88,114.75,0
312.29,323.63,1338.27,32.8,157.3,0
309.01,313.67,1530.87,43.45,206.78,1
297.94,307.81,1506.72,37.45,115.33,0
298.18,312.35,1463.08,41.36,242.68,1
294.25,306.91,1631.05,39.25,148.96,0
290.46,296.77,1431.95,45.35,151.1,1
299.42,308.79,1539.22,41.32,43.82,0
295.01,302.61,1598.47,34.7,47.53,0
299.58,313.0,1322.01,41.93,144.16,0
292.0,302.49,1410.19,42.13,180.22,1
296.19,304.65,1506.46,43.07,51.18,0
300.74,310.81,1575.62,46.22,121.0,1
301.83,306.62,1670.55,36.3,89.05,0
302.09,309.92,1474.09,44.01,109.69,1
293.4,303.47,1462.02,29.65,55.53,0
304.27,315.96,1395.29,39.28,35.18,0
296.0,302.12,1539.6,38.35,80.13,0
303.16,312.4,1464.35,48.69,217.23,1
299.95,311.97,1467.12,39.06,201.31,1
293.12,300.22,1488.73,43.65,25.41,0
298.42,308.88,1566.2,29.43,21.95,0
301.83,311.96,1432.35,37.89,123.24,0
303.06,316.49,1407.34,34.92,69.35,0
299.3,308.83,1551.81,54.85,205.86,1
307.66,317.32,1136.91,36.0,121.55,0
305.04,316.75,1427.56,40.44,213.18,1
298.72,306.06,1361.84,40.76,27.05,0
303.75,313.31,1644.39,30.46,242.52,1
309.67,318.76,1447.09,36.84,191.78,1
309.8,319.52,1432.71,42.43,182.97,1
293.86,305.56,1494.17,40.51,235.05,1
295.37,306.48,1428.56,26.2,117.58,0
307.42,315.93,1451.68,36.6,37.22,0
294.71,304.98,1511.65,46.12,124.23,1
293.39,306.37,1449.36,43.53,203.81,0
297.57,305.91,1448.49,47.31,214.89,0
302.1,312.39,1378.78,34.09,122.14,0
299.49,309.1,1361.55,47.69,183.08,1
296.75,306.62,1507.28,39.73,61.74,0
296.63,303.37,1536.79,49.55,57.64,0
296.44,309.26,1328.62,40.02,146.56,0
295.6,304.05,1591.19,27.72,105.44,0
311.41,323.46,1591.69,45.1,40.26,1
301.49,310.24,1616.96,37.34,190.34,1
304.43,313.18,1535.99,37.74,133.04,1
297.55,309.98,1576.45,31.28,130.1,0
